"","Index","FlowMetric","ModifiedClass","Quantile","NoImpact","BioImpact","HydroImpact","BothImpact"
"1","asci","Dry-season median baseflow","Hard Bottom",0.9,20.6896551724138,72.4137931034483,0,6.89655172413793
"2","asci","Dry-season median baseflow","Hard Bottom",0.5,0,0,20.6896551724138,79.3103448275862
"3","asci","Dry-season median baseflow","Natural",0.9,58.7628865979381,41.2371134020619,0,0
"4","asci","Dry-season median baseflow","Natural",0.5,0,0,58.7628865979381,41.2371134020619
"5","asci","Dry-season median baseflow","Overall 1st",0.9,25.7575757575758,64.1414141414141,0,10.1010101010101
"6","asci","Dry-season median baseflow","Overall 1st",0.5,0,0,25.7575757575758,74.2424242424242
"7","asci","Dry-season median baseflow","Overall 30th",0.5,57.5757575757576,35.8585858585859,2.52525252525253,4.04040404040404
"8","asci","Dry-season median baseflow","Overall 30th",0.9,60.1010101010101,39.8989898989899,0,0
"9","asci","Dry-season median baseflow","Overall 10th",0.9,43.4343434343434,55.5555555555556,0,1.01010101010101
"10","asci","Dry-season median baseflow","Overall 10th",0.5,0,0,43.4343434343434,56.5656565656566
"11","asci","Dry-season median baseflow","Soft Bottom (no hard sides)",0.5,50,50,0,0
"12","asci","Dry-season median baseflow","Soft Bottom (no hard sides)",0.9,50,50,0,0
"13","asci","Dry-season median baseflow","Soft Bottom (two hard sides)",0.5,0,100,0,0
"14","asci","Dry-season median baseflow","Soft Bottom (two hard sides)",0.9,0,100,0,0
"15","asci","Fall pulse magnitude","Hard Bottom",0.9,20.6896551724138,72.4137931034483,0,6.89655172413793
"16","asci","Fall pulse magnitude","Hard Bottom",0.5,0,0,20.6896551724138,79.3103448275862
"17","asci","Fall pulse magnitude","Natural",0.9,58.7628865979381,41.2371134020619,0,0
"18","asci","Fall pulse magnitude","Natural",0.5,0,0,58.7628865979381,41.2371134020619
"19","asci","Fall pulse magnitude","Overall 1st",0.9,25.7575757575758,63.6363636363636,0,10.6060606060606
"20","asci","Fall pulse magnitude","Overall 1st",0.5,0,0,25.7575757575758,74.2424242424242
"21","asci","Fall pulse magnitude","Overall 30th",0.9,60.1010101010101,39.8989898989899,0,0
"22","asci","Fall pulse magnitude","Overall 30th",0.5,0,0,60.1010101010101,39.8989898989899
"23","asci","Fall pulse magnitude","Overall 10th",0.9,43.4343434343434,52.5252525252525,0,4.04040404040404
"24","asci","Fall pulse magnitude","Overall 10th",0.5,0,0,43.4343434343434,56.5656565656566
"25","asci","Fall pulse magnitude","Soft Bottom (no hard sides)",0.9,50,50,0,0
"26","asci","Fall pulse magnitude","Soft Bottom (no hard sides)",0.5,0,0,50,50
"27","asci","Fall pulse magnitude","Soft Bottom (two hard sides)",0.9,0,92.3076923076923,0,7.69230769230769
"28","asci","Fall pulse magnitude","Soft Bottom (two hard sides)",0.5,0,0,0,100
"29","asci","10-year flood magnitude","Hard Bottom",0.9,6.89655172413793,41.3793103448276,13.7931034482759,37.9310344827586
"30","asci","10-year flood magnitude","Hard Bottom",0.5,0,0,20.6896551724138,79.3103448275862
"31","asci","10-year flood magnitude","Natural",0.9,58.7628865979381,37.1134020618557,0,4.12371134020619
"32","asci","10-year flood magnitude","Natural",0.5,0,0,58.7628865979381,41.2371134020619
"33","asci","10-year flood magnitude","Overall 1st",0.9,25.7575757575758,58.5858585858586,0,15.6565656565657
"34","asci","10-year flood magnitude","Overall 1st",0.5,0,0,25.7575757575758,74.2424242424242
"35","asci","10-year flood magnitude","Overall 30th",0.5,53.5353535353535,27.7777777777778,6.56565656565657,12.1212121212121
"36","asci","10-year flood magnitude","Overall 30th",0.9,60.1010101010101,36.3636363636364,0,3.53535353535354
"37","asci","10-year flood magnitude","Overall 10th",0.9,41.4141414141414,45.959595959596,2.02020202020202,10.6060606060606
"38","asci","10-year flood magnitude","Overall 10th",0.5,0,0,43.4343434343434,56.5656565656566
"39","asci","10-year flood magnitude","Soft Bottom (no hard sides)",0.9,50,50,0,0
"40","asci","10-year flood magnitude","Soft Bottom (no hard sides)",0.5,0,0,50,50
"41","asci","10-year flood magnitude","Soft Bottom (two hard sides)",0.5,0,61.5384615384615,0,38.4615384615385
"42","asci","10-year flood magnitude","Soft Bottom (two hard sides)",0.9,0,69.2307692307692,0,30.7692307692308
"43","asci","2-year flood magnitude","Hard Bottom",0.9,20.6896551724138,68.9655172413793,0,10.3448275862069
"44","asci","2-year flood magnitude","Hard Bottom",0.5,0,0,20.6896551724138,79.3103448275862
"45","asci","2-year flood magnitude","Natural",0.9,55.6701030927835,32.9896907216495,3.09278350515464,8.24742268041237
"46","asci","2-year flood magnitude","Natural",0.5,0,0,58.7628865979381,41.2371134020619
"47","asci","2-year flood magnitude","Overall 1st",0.9,25.7575757575758,64.1414141414141,0,10.1010101010101
"48","asci","2-year flood magnitude","Overall 1st",0.5,0,0,25.7575757575758,74.2424242424242
"49","asci","2-year flood magnitude","Overall 30th",0.5,45.4545454545455,20.2020202020202,14.6464646464646,19.6969696969697
"50","asci","2-year flood magnitude","Overall 30th",0.9,60.1010101010101,35.3535353535354,0,4.54545454545455
"51","asci","2-year flood magnitude","Overall 10th",0.9,41.9191919191919,48.4848484848485,1.51515151515152,8.08080808080808
"52","asci","2-year flood magnitude","Overall 10th",0.5,0,0,43.4343434343434,56.5656565656566
"53","asci","2-year flood magnitude","Soft Bottom (no hard sides)",0.9,50,50,0,0
"54","asci","2-year flood magnitude","Soft Bottom (no hard sides)",0.5,0,0,50,50
"55","asci","2-year flood magnitude","Soft Bottom (two hard sides)",0.5,0,69.2307692307692,0,30.7692307692308
"56","asci","2-year flood magnitude","Soft Bottom (two hard sides)",0.9,0,69.2307692307692,0,30.7692307692308
"57","asci","5-year flood magnitude","Hard Bottom",0.9,20.6896551724138,72.4137931034483,0,6.89655172413793
"58","asci","5-year flood magnitude","Hard Bottom",0.5,0,0,20.6896551724138,79.3103448275862
"59","asci","5-year flood magnitude","Natural",0.9,58.7628865979381,41.2371134020619,0,0
"60","asci","5-year flood magnitude","Natural",0.5,0,0,58.7628865979381,41.2371134020619
"61","asci","5-year flood magnitude","Overall 1st",0.9,25.7575757575758,59.5959595959596,0,14.6464646464646
"62","asci","5-year flood magnitude","Overall 1st",0.5,0,0,25.7575757575758,74.2424242424242
"63","asci","5-year flood magnitude","Overall 30th",0.9,60.1010101010101,36.3636363636364,0,3.53535353535354
"64","asci","5-year flood magnitude","Overall 30th",0.5,0,0,60.1010101010101,39.8989898989899
"65","asci","5-year flood magnitude","Overall 10th",0.9,43.4343434343434,52.5252525252525,0,4.04040404040404
"66","asci","5-year flood magnitude","Overall 10th",0.5,0,0,43.4343434343434,56.5656565656566
"67","asci","5-year flood magnitude","Soft Bottom (no hard sides)",0.9,50,50,0,0
"68","asci","5-year flood magnitude","Soft Bottom (no hard sides)",0.5,0,0,50,50
"69","asci","5-year flood magnitude","Soft Bottom (two hard sides)",0.9,0,69.2307692307692,0,30.7692307692308
"70","asci","5-year flood magnitude","Soft Bottom (two hard sides)",0.5,0,0,0,100
"71","asci","Magnitude of largest annual storm","Hard Bottom",0.9,20.6896551724138,75.8620689655172,0,3.44827586206897
"72","asci","Magnitude of largest annual storm","Hard Bottom",0.5,0,0,20.6896551724138,79.3103448275862
"73","asci","Magnitude of largest annual storm","Natural",0.9,58.7628865979381,41.2371134020619,0,0
"74","asci","Magnitude of largest annual storm","Natural",0.5,0,0,58.7628865979381,41.2371134020619
"75","asci","Magnitude of largest annual storm","Overall 1st",0.9,25.7575757575758,66.6666666666667,0,7.57575757575758
"76","asci","Magnitude of largest annual storm","Overall 1st",0.5,0,0,25.7575757575758,74.2424242424242
"77","asci","Magnitude of largest annual storm","Overall 30th",0.9,60.1010101010101,37.3737373737374,0,2.52525252525253
"78","asci","Magnitude of largest annual storm","Overall 30th",0.5,0,0,60.1010101010101,39.8989898989899
"79","asci","Magnitude of largest annual storm","Overall 10th",0.9,43.4343434343434,53.5353535353535,0,3.03030303030303
"80","asci","Magnitude of largest annual storm","Overall 10th",0.5,0,0,43.4343434343434,56.5656565656566
"81","asci","Magnitude of largest annual storm","Soft Bottom (no hard sides)",0.9,50,50,0,0
"82","asci","Magnitude of largest annual storm","Soft Bottom (no hard sides)",0.5,0,0,50,50
"83","asci","Magnitude of largest annual storm","Soft Bottom (two hard sides)",0.9,0,69.2307692307692,0,30.7692307692308
"84","asci","Magnitude of largest annual storm","Soft Bottom (two hard sides)",0.5,0,0,0,100
"85","asci","Spring recession magnitude","Hard Bottom",0.5,20.6896551724138,79.3103448275862,0,0
"86","asci","Spring recession magnitude","Hard Bottom",0.9,20.6896551724138,79.3103448275862,0,0
"87","asci","Spring recession magnitude","Natural",0.5,56.701030927835,41.2371134020619,2.06185567010309,0
"88","asci","Spring recession magnitude","Natural",0.9,58.7628865979381,41.2371134020619,0,0
"89","asci","Spring recession magnitude","Overall 1st",0.5,25.2525252525253,73.7373737373737,0.505050505050505,0.505050505050505
"90","asci","Spring recession magnitude","Overall 1st",0.9,25.7575757575758,71.7171717171717,0,2.52525252525253
"91","asci","Spring recession magnitude","Overall 30th",0.5,33.8383838383838,9.5959595959596,26.2626262626263,30.3030303030303
"92","asci","Spring recession magnitude","Overall 30th",0.9,60.1010101010101,39.8989898989899,0,0
"93","asci","Spring recession magnitude","Overall 10th",0.5,42.4242424242424,56.5656565656566,1.01010101010101,0
"94","asci","Spring recession magnitude","Overall 10th",0.9,43.4343434343434,54.040404040404,0,2.52525252525253
"95","asci","Spring recession magnitude","Soft Bottom (no hard sides)",0.5,50,50,0,0
"96","asci","Spring recession magnitude","Soft Bottom (no hard sides)",0.9,50,50,0,0
"97","asci","Spring recession magnitude","Soft Bottom (two hard sides)",0.9,0,100,0,0
"98","asci","Spring recession magnitude","Soft Bottom (two hard sides)",0.5,0,0,0,100
"99","asci","Wet-season low baseflow","Hard Bottom",0.9,20.6896551724138,79.3103448275862,0,0
"100","asci","Wet-season low baseflow","Hard Bottom",0.5,0,0,20.6896551724138,79.3103448275862
"101","asci","Wet-season low baseflow","Natural",0.9,58.7628865979381,41.2371134020619,0,0
"102","asci","Wet-season low baseflow","Natural",0.5,0,0,58.7628865979381,41.2371134020619
"103","asci","Wet-season low baseflow","Overall 1st",0.9,25.7575757575758,71.7171717171717,0,2.52525252525253
"104","asci","Wet-season low baseflow","Overall 1st",0.5,0,0,25.7575757575758,74.2424242424242
"105","asci","Wet-season low baseflow","Overall 30th",0.9,60.1010101010101,37.3737373737374,0,2.52525252525253
"106","asci","Wet-season low baseflow","Overall 30th",0.5,0,0,60.1010101010101,39.8989898989899
"107","asci","Wet-season low baseflow","Overall 10th",0.9,43.4343434343434,54.040404040404,0,2.52525252525253
"108","asci","Wet-season low baseflow","Overall 10th",0.5,0,0,43.4343434343434,56.5656565656566
"109","asci","Wet-season low baseflow","Soft Bottom (no hard sides)",0.9,50,50,0,0
"110","asci","Wet-season low baseflow","Soft Bottom (no hard sides)",0.5,0,0,50,50
"111","asci","Wet-season low baseflow","Soft Bottom (two hard sides)",0.9,0,69.2307692307692,0,30.7692307692308
"112","asci","Wet-season low baseflow","Soft Bottom (two hard sides)",0.5,0,0,0,100
"113","asci","Wet-season median baseflow","Hard Bottom",0.9,20.6896551724138,79.3103448275862,0,0
